,date,author,text,followers,status,favourites,retweets,replies,quotes,media,word_count,char_count,stop_words,#tag,@,numaric,upercase,URLs,emojis_count
1880,2022-07-24 10:05:17+00:00,MarumiMoo_VT,I be wide a wake with a full belly so its nearly time for more little witch in the wood in an hourwhat have what be your favourite part of sunday breakfast for I on sunday its black pudding a dark spice blood sausagevtuber envtuber ,467,3094,5133,3,1,0,0,43,235,19,2,0,0,0,0,0
1881,2022-07-18 18:32:02+00:00,LikesTheArt,bbqgrill time in space pre mint moroccan spice lamb burger amp spice cumbrian sausage godhatesnft ,1043,2858,3606,6,6,0,1,18,151,1,1,1,0,0,1,3
1882,2022-08-12 07:34:00+00:00,rozdowen,cool calm amp understate this hand build amp carve platter look lovely hold fruit or on a low table or shelf I have get one in smooth satin black too - so sophisticated mhhsbd madeinwales shopindie ,3927,36559,46127,13,1,0,1,37,261,9,3,0,0,1,2,0
1883,2022-08-02 08:19:00+00:00,rozdowen,there have there be something calm about these monochrome platter hand build amp hand carve glaze in soft satin white or smooth satin black unique amp functional ceramic madeinwale mhhsbd shopindie ,3927,36559,46127,13,1,1,2,30,253,5,3,0,0,1,2,0
1884,2022-07-22 14:01:57+00:00,Realitea_TvJunk,I have I would be so pissed at this twist if I be the cookout they have to work to do this naturally while production throw several twist at they to fail meanwhile they be just hand it over on a platter to the bad houseguest so they can get by smooth sailing very ugly bb ,704,15052,28302,5,1,1,0,54,298,31,1,0,0,1,1,0
1885,2022-12-14 16:13:50+00:00,beyondwrestling,tomorrow night menu courtesy of mama colorado- meatball sub add cheese- buffalo chicken sub add cheese- buffalo chicken mac- chili mac- lasagna- macaroni amp cheese- walk taco- oreo cookie brownie- cereal marshmallow treat ,41391,113247,75430,5,3,9,0,44,284,1,0,1,0,0,1,0
1886,2022-12-14 14:54:07+00:00,Skyline_Chili,cheese coney be our love language instagram user laylalive ,55941,25121,23918,10,6,2,1,11,90,2,0,0,0,0,1,1
1887,2022-12-13 13:29:02+00:00,AngelWa33017557,yummy idea for chili top a baked potato with shredded cheese amp bacon garnish with salad ,11361,124515,157000,4,4,0,3,22,128,4,0,0,0,0,1,4
1888,2022-10-13 23:48:11+00:00,KumuthaLane,roti be the good comfort food with curried mashed potato in turmeric powder mustard seed green chilli onion and chana dal ,2589,29737,112554,8,17,1,2,22,154,4,0,0,0,0,1,0
1889,2022-10-06 18:06:23+00:00,snigskitchen,some people call it baingan bharta my family always call it begoon bhorta mashed baked aubergine with onion garlic ginger chilli and garam masala mum use to add pea and other veg it have it be endlessly flexible as a recipe ,17539,220511,405989,7,17,1,1,40,274,12,0,0,0,0,2,0
1890,2022-09-26 02:49:27+00:00,rspathania,an armoured corps mess menu readgently brown hand roll fluffy bread stuff with a mix of spiced mash potato chilli mint amp coriander with butter fluffy yogurt amp home make spicy dip of mango in oil same in an infantry mess readaloo parante with dahi amp achaar ,4917,25273,80098,34,18,6,0,49,291,10,0,0,0,0,0,0
1891,2022-11-20 10:23:08+00:00,_georgina666,my hot take be that the original biodegradable cardboard packaging that the fry be put in be more sustainable than these thick plastic container - which will no doubt be nick by people on an almost daily basis and require replace ,7278,1887,16593,31,34,5,0,42,261,22,0,0,0,0,1,0
1892,2022-03-23 09:53:52+00:00,oscarhero1801,if the tory do not change course they will fall flat on their face give it a few month and this country will crash and we will have a bad recession - it be not sustainable but they be all so incredibly thick they can not even see it ,18798,67625,107713,26,16,2,0,48,238,29,0,0,0,0,0,1
1893,2022-01-25 15:26:32+00:00,wolfparkindiana,today bison bit bison grow thick wooly coat in winter to stay warm bison fiber have the same antimicrobial moisture - wicke insulate property of wool but be twice as warm incredibly soft bison fiber be one of the future of sustainable material ,3771,2765,804,11,3,0,1,43,301,14,0,1,0,0,1,0
1894,2022-09-07 17:53:05+00:00,K9Garm,cantaloupe watermelon and cucumber be love the cool night I ve already pickle so many cuc this year go to have to fire up the canner as I have enough refrigerator pickle to last awhile now plus I have about a bushel of green bean ready to go ,15930,29410,129917,4,11,0,3,47,280,24,0,0,0,0,1,0
1895,2022-08-13 14:21:27+00:00,Minuteman04,farmer market and farm stand be load with great local fruit and vegetable support your local economy today haul be red yellow and green tomato cantaloupe green pepper cucumber peach garlic green bean strawberry zucchini white onion and dill ,17038,82218,68625,16,2,0,0,39,274,8,0,0,0,0,0,0
1896,2022-08-09 16:41:14+00:00,MasjidAdDawah,alhamdulillah today we pass out over pound of fresh produce corn potato watermelon cantaloupe string bean onion cucumber etc in one of the most impoverished neighborhood in baltimore may allh reward everyone involve ,10731,15251,7804,36,4,1,1,37,303,11,0,2,0,0,1,0
1897,2022-12-04 22:45:47+00:00,SkinnerPm,make stir fry potato just now staggeringly easy and delicious easy cuz I make my hot amp numb spice already remember anyway it have it be a great dish from the wok I like make room in the center of a super hot wok for the aromatic at the end make I feel like a pro ,75901,52379,18274,7,16,0,4,54,305,14,0,0,0,9,1,0
1898,2022-12-03 18:03:47+00:00,BabyRhi19016061,roll pork belly rub with asian herb and spice grill on the mastertouch stir fry veg roast charlotte potato baste with a malaysian style sauce and a peanut sauce for the meat my day on the grill ,702,4693,7239,17,7,1,4,40,254,12,0,1,0,0,1,2
1899,2022-11-23 18:17:31+00:00,TheFoodAdmirer,when you be pamper with a colourful plate grill chicken breast with mashed potato and stir fry green on the side wednesdaymotivation foodie yummy homemade ,2910,5018,9067,8,3,1,1,33,255,7,4,5,0,3,1,2
1900,2022-12-08 02:21:28+00:00,wehealthy3,semi cook mix veggie with baby zucchini red capsicum yellow capsicum mushroom carrot baby potato olive oil with sesame seed eat with pita brown rice lentil or just have in evening vegan healthy green loveyourself vegetable meal food nodrug nowar ,2457,2094,1258,4,3,0,1,42,299,7,9,0,0,0,1,0
1901,2022-11-19 22:57:34+00:00,LadyDoctorSays,the more I experience english food the more I understand why england want to colonize the rest of the world bc wtf be thisno cucumber olive white cheese nigella seed fresh tomato olive oil hummus spices pita bread cardamom tea no wonder they be so unhappy ,26578,33621,140025,11,30,2,0,47,302,10,0,0,0,2,1,0
1902,2022-11-17 14:44:20+00:00,alisoncook,thrill for the talented raffi amp claudia and their about - to - open west u location craft pitas new restaurant be a lebanese feast fuel by olive oil grow on its own family farm via ,26557,95981,118218,7,2,1,0,34,229,11,0,1,0,1,1,0
1903,2022-11-20 22:15:25+00:00,theinnerchild1,vssfeele the grainof crossness on my tonguewarm kiss of betrayalher caress hang like threadneedle draw bloodcedar mix her muskthick smell suffocatingmy eye like twin sun blister his skin throughhis jacket like a hawk draw to the comfort of a tree ,2952,5434,13445,16,7,0,1,50,303,16,2,0,0,0,1,0
1904,2022-10-22 00:01:55+00:00,prawn_meat,I and my buddy at the monastery have invent a terrific new juice by mix a few of our favourite grain and organism ,25102,22795,76720,13,4,0,0,23,123,13,0,0,0,0,0,0
1905,2022-08-10 14:19:11+00:00,LukeTryl,great as ever by on our siloed life but how we can create more social mixing that go with the grain of human nature rather than against it randomness that create social mixing be often really unpopular eg school lotteriesbusing ,6680,4603,7322,3,3,0,0,42,276,20,0,1,0,0,1,0
1906,2022-06-23 05:22:02+00:00,chefdehome,shrimp piccata lite crispy shrimp with lemony caper garlic and wine sauce be quick to make and taste so delicious that it will become your favorite shrimp dinner serve with pasta and crusty bread to mop the delicious sauce ,4128,17332,7827,42,8,2,1,41,275,16,0,0,0,0,2,2
1907,2022-05-26 01:44:21+00:00,hamzahhofficial,white people listen up stop destroy hummus I have see chocolate hummus pumpkin hummus sweet potato hummus and even more weird flavour you all be do too much hummus be make to garlicky and lemony and eat with pita bread not carrot enough of this shit ,8903,5328,7725,6,5,1,0,49,270,17,0,0,0,0,0,1
1908,2022-03-11 23:23:00+00:00,GakkharGarima,lemony split pea soup be infuse with jalapeno and hence give a distinctive flavor this nutritious amp healthy soup be perfect for the cold weather amp go great with home - baked bread or grill cheese ,1901,5035,9545,18,3,0,2,36,258,10,0,0,0,0,2,0
1909,2022-10-22 17:16:18+00:00,lifesafeast,onion yellow pepper saute in olive oil dice sweet potato several diced fingerling handful chop shiitake veg bouillon cube pepper water throw mama from the train while soup simmer handful chop fresh coriandercilantro dinner chez moi ,68402,290843,213999,20,29,2,0,50,276,4,0,0,2,0,0,0
1910,2022-12-06 13:01:15+00:00,_stalus,cotton what s that candy call where u lick the diff layer I onion cotton no me jawbreaker cotton oh thank you ,2355,24066,51132,4,2,0,0,23,169,0,0,0,0,11,0,1
1911,2022-10-26 02:39:32+00:00,ArchieMcPhee,we make sour cream amp onion candy cane because we can hahahahaha ,11151,23399,11919,11,2,1,1,14,119,3,0,0,0,1,2,0
1912,2022-10-14 19:53:09+00:00,dsonoiki,reporter ja what do you think about the gameja the game fuck up niggas snitch they give out rico like it have it be candy bar I tell my dawg he get to stop move they onionsreporter the basketball game jaja oh I think we play well we will be a top seed for sure ,3774,1255,92972,12,1,4,1,55,304,14,0,0,1,3,1,0
1913,2022-12-01 18:37:14+00:00,edskoudis,we just place the most awesome song in the sans holidayhack dev game get ready for prod soon what a danceable jam this be be such an amazing artist just wait come soon ,60504,23210,14909,4,3,0,0,35,215,11,1,2,0,2,0,0
1914,2022-11-23 21:52:13+00:00,McMemorialHoops,of our sub - varsity team place in this year annual misd turkey jam tournament -freshman dark st place -jv dark rd place finish werunasone mustangpride ,220,165,220,7,1,1,2,27,191,4,2,0,1,1,1,1
1915,2022-11-16 16:04:59+00:00,TrishiaNasa,the trip begin shortly after the driver arrive at my destination after I place my first ubershare order contrary to my first fear surprisingly all three of we who participate in the conversation favorite jam be country side from jamzalbum ubershare experience be great ,10388,130016,222008,35,8,0,0,44,280,20,0,0,0,1,0,0
1916,2022-10-05 22:10:24+00:00,wikivictorian,the potato doughnut be a doughnut typically sweet make with either mashed potato or potato starch instead of flour the origin of the potato doughnut be unknown syndicate recipe appear in american newspaper as early as the s ,205332,42275,101185,81,5,17,3,39,265,14,0,0,0,0,1,0
1917,2022-09-19 12:11:54+00:00,ckwlpn,microwave potato bag handmade fabric potato cooking pouch doughnut kitchen etsy microwave - safe baked potato bag via ,5097,172445,3811,58,2,0,0,18,153,1,7,1,0,0,1,0
1918,2022-05-20 21:33:34+00:00,RochellRochelle,my election night dinner menu- jacqui lamb - ie shanks- antony green beans- roasted car - rort - mash potato - heads- political wedge salad with toast - ed walnutsdessert be notmyjob tonight but I shall I will serve some- I doughnut hold a hosewhat have I missedausvote ,525,2219,10965,8,2,1,0,44,274,4,2,0,0,2,0,0
1919,2022-06-16 23:05:53+00:00,RickChapterTwo,last january I buy a snow crab leg dinner from red lobster for I think that sound good I shall I will just treat myself so I go to order it tonight so it have it be either frosted flake or capn crunch instead ,27405,57063,195966,4,25,2,0,40,220,9,0,0,0,3,0,0
1920,2022-07-21 13:20:19+00:00,KristenJakobitz,if follow a high - protein diet select protein source with care replace process meat with option likelean chicken amp turkeylean beefeggswild catch fishbeans amp lentilsnut - almond walnuts pistachioshealth healthyeate ,9683,28599,30576,5,1,0,1,37,273,3,2,0,0,0,1,0
1921,2022-07-28 23:39:49+00:00,JimBair62221006,scorch temperature across china be strain power grid as the country try to ramp up industrial activity to support the economy while farmer scramble to save crop such as rice amp cotton from the impact of the sear heatclimatecrisis food ,22415,28162,80835,63,2,4,0,42,284,16,2,0,0,0,1,0
1922,2022-01-31 18:59:09+00:00,Reggie,we will have great musician s new york game award on feb with the preshow start at p et below be maddie rice guitarist in the saturday night live band she play a searing set last year and her performance in literally make I cry maddie be back ,617083,681,429,13,5,0,1,51,304,17,0,1,1,1,1,0
1923,2022-12-12 05:43:38+00:00,yunavani,my snowflake frost cupcake lemon tart chocolate mousse flan pudding tiramisu new york style cheesecake caramel ice cream macaroon meringue trifle marble cake vanilla ice cream mochi ,766,42662,47299,6,2,0,1,28,208,1,0,0,0,0,1,0
1924,2022-12-07 17:25:26+00:00,LiliWenFachKnit,cold weather food - leek and potato soup with multigrain bread and pear and chocolate pudding with salt caramel ice cream ,6359,62197,106959,4,6,0,2,22,149,5,0,0,0,0,1,0
1925,2022-11-27 23:40:38+00:00,KURISHIU,moondust vallet update log - delicious treat party item pack be now on sale includingpuddingchocolate fountainglass sweet container concept by ice cream cupelegant tea cupfloate party balloon ,2617,5537,22971,21,7,0,1,36,272,4,0,1,0,0,1,1
1926,2022-12-13 14:05:36+00:00,That_Ged,shop in waitrose last week I notice own brand lobster thermidor at two slice of brioche all butter toast from the winchester brioche loaf p would give two kid a filling tea for p each why be they go hungry ,11295,48741,45124,6,7,0,0,41,240,15,0,0,0,1,0,0
1927,2022-12-12 15:48:03+00:00,harry_c_sample,when eat bean on toast how many slice of toast do one tin of bean necessitatert appreciate obviously require a gargantuan sample size for a quandary of such importance ,1847,470,58262,7,7,2,0,30,185,12,0,0,0,0,0,0
1928,2022-12-09 21:45:03+00:00,FrenchToastAlrt,current french toast alert level slice - guard -- fb ,4169,464,0,8,1,2,0,12,83,0,1,0,1,7,1,0
1929,2022-12-14 21:00:48+00:00,_CSenpai_,frostyf idea for splatoonwho would you spend your holiday withalone vs friend vs familytea vs hot coco vs eggnogsalty vs sweet vs savorysnow angel vs snowball fight vs snowmanice skate vs snowboard vs sleddingpast vs present vs futurepie vs cake vs pudding ,7154,10491,18363,57,23,5,0,50,279,4,0,0,0,0,0,0
1930,2022-11-21 22:11:28+00:00,AFarray,mushroom amp leek savory bread pudding ,4615,238113,175065,4,1,0,0,7,65,0,0,0,0,0,1,0
1931,2022-11-17 03:00:06+00:00,andrewzimmern,savory stuffing bread pudding recipe make it this thanksgiving and it shall it will become an instant classic ,1259557,75985,1296,21,5,3,1,17,150,6,0,0,0,0,2,0
1932,2022-12-12 13:00:17+00:00,HoustonChron,home slice pizza which enjoy a cult - like follow in austin officially open to the public this week serve up authentic new york - style pie slice sub sandwich salad and calzone to a pizza - starve houston ,703067,337808,437,3,2,1,0,34,244,10,0,0,0,0,1,0
1933,2022-12-07 10:31:41+00:00,hauwa_ykay,as a girl how do you feel when you posti want ice creamwho will take I outsomeone should buy I pizzawho will sub for meshame no dey catch you ,1210,3275,3511,9,7,0,0,34,159,14,0,0,0,1,0,0
1934,2022-12-04 17:02:00+00:00,PatMoranTweets,your weekly reminder that from noon to pm you can get five wing a beef on weck and a pint of beer all for at imperial pizzaor if you do not like beef on weck you can get any subb barrestaurant lunch special in wny period ,6741,54967,8474,22,27,2,1,50,267,22,0,0,0,2,1,0
1935,2022-12-12 12:40:08+00:00,DrKristieLeong,boost your fruit amp veggie intake by start early with breakfast add berry to oatmeal make a vegetable breakfast hash avocado toast or a veggie tofu scramble it have it be easy to get if you start with breakfast healthyeate healthyfood ,34470,156718,378768,27,7,1,1,40,274,13,3,0,0,0,1,0
1936,2022-12-07 13:49:00+00:00,GloriousAllianc,morning mare coffee pagoda be open hackleton make oatmeal surfer make berry cobbler pie and pixie make egg nileist make toast point with jam my coffee and tea have the ooomph for the midweek slump use it wisely ,6819,392756,449732,4,2,0,0,38,219,13,0,0,0,0,0,0
1937,2022-11-29 14:21:16+00:00,JoeAratari,help hscollege kid with nutrition to I be about small step behavior change over time - no breakfast -pop - tart caloriescarb - pop - tart yogurt carbsprotein - cereal egg more ideal - toastoatmeal eggsyogurt - toastoatmealfruit eggsyogurt ,18723,48899,44235,8,1,0,0,39,274,6,0,0,0,0,0,5
1938,2022-12-06 17:17:44+00:00,ChefGruel,bacon fat whip into softly cook egg yolk - pack back into the egg - top with bacon and lobster and drizzle with a creamy sherry vinegar sauce could use some crush potato chip for crunch tbh ,174662,47751,294250,153,158,29,1,38,229,11,0,0,0,0,1,0
1939,2022-11-26 18:03:31+00:00,Stonekettle,standard restaurant method shallow pan light simmer couple tablespoon of white vinegar make a whirlpool add egg with a ladle lift out cook egg with a slotted spoon blot with paper towel slide onto hash I can do an even dozen at a shot I have have a lot of practice ,212137,196840,9239,18,23,2,0,51,301,18,0,0,0,1,1,0
1940,2022-11-12 10:47:49+00:00,sjfbilton,spice medlar vinegarthe problem with medlar be that they be messy to process after I have cook they with a little water amp pass they through a mouli to extract the pulp I reserve the remain skin amp pip to make this spice vinegar recipe on instagram ,3265,7275,10784,3,2,0,1,48,307,17,0,1,0,1,1,0
1941,2022-09-18 09:46:07+00:00,CallissClan,slow roast lamb with advieh amp fragrant rice plus carrot amp garlicky yogurt eleanorford thenutmegtrail mymenuplan ,7889,22201,237,5,4,1,1,17,149,1,3,0,0,0,1,0
1942,2022-05-26 01:44:21+00:00,hamzahhofficial,white people listen up stop destroy hummus I have see chocolate hummus pumpkin hummus sweet potato hummus and even more weird flavour you all be do too much hummus be make to garlicky and lemony and eat with pita bread not carrot enough of this shit ,8903,5328,7725,6,5,1,0,49,270,17,0,0,0,0,0,1
1943,2022-02-11 03:41:33+00:00,stephaniequilao,make a vegan lo mein with shiitake mushroom bok choy and carrot for dinner pair the lo mein with garlicky chinese long bean and tangerine glaze sesame chickn very delicious mealvegan plantbase lnycookoff ,48213,46984,52284,4,9,1,2,35,245,5,3,0,0,0,1,0
1944,2022-09-06 07:25:40+00:00,GlamFoodieZA,this gorgeous braai dish be a flavour explosion that combine the warm earthy tone of coal - roast beetroot with creaminess of ricotta wrap in the warm embrace of fresh flatbread and load with perfectly piquant beetroot ginger chutney it have it be just ,6667,9060,12230,7,1,0,3,42,302,13,0,1,0,0,1,0
1945,2022-08-02 00:32:25+00:00,Grendellily,it have it be not tuesday but here be tile fish taco with chili and lime fresh roasted corn salsa with piquant pepper sharp cheddar lettuce sour cream and shrimp with the same seasoning as the fish char the tortilla on the open flame of my gas stovetop love my taco rack ,3339,24460,19519,6,10,0,1,50,300,19,0,0,0,0,1,0
1946,2022-01-26 00:01:12+00:00,Grendellily,another low - key meal chicken stir - fry with fresh pineapple sweet and sour sauce asparagus pea and scallion over brown basmati rice sweetness from honey sour from rice wine vinegar heat from piquant pepper have a dry ros wine with this ,3339,24460,19519,5,9,0,1,40,270,9,0,0,0,0,1,0
1947,2022-12-02 11:07:38+00:00,re_hungry,happy friday lovely hungry fancy a cheesy nibble try these buttery bite - recipe crisp cheesy melt - in - the - mouth moreishness with a spicy kick perfect for share stay hungry x bakeithappen biscuit cheese homemade delicious recipe ,11171,44131,82329,10,2,0,3,37,298,5,7,0,0,0,2,0
1948,2022-11-28 10:58:00+00:00,HBHarvest,new sweet potato cheddar pierogi with bacon bit cheesy buttery full of creamy sweet potato layer with sauce and salty crisp bacon yum ,42527,15748,9918,31,4,2,1,25,195,5,0,0,0,1,2,0
1949,2022-11-17 21:39:24+00:00,unpodiblu,buttery cheesy polenta with mushroom italianfood polenta cheese mushroom ,1080,3764,14833,10,7,0,1,11,106,1,4,0,0,0,1,2
1950,2022-07-12 03:29:44+00:00,PhlashDark,raw french cruller doughnut ass unfold ravioli lookin ass unfrosted sugar cookie ass pillsbury biscuit dough lookin ass shoe ,4623,76518,81280,124,23,2,0,20,151,0,0,0,0,0,1,0
1951,2022-04-06 17:03:18+00:00,dotslondon,I feel for our vulnerablepoverty client in hostel amp independent supportive living with cost of livingi be go to do essential bag up for sunday to hand out will include tea bag sugar coffee soupplse do throw any other suggestion to add inbiscuitsbeans ravioli ,38373,27049,72793,50,30,2,0,45,283,14,0,0,0,1,0,0
1952,2022-02-14 13:59:56+00:00,HaxbyFoodshare,could you help we to help other we need tin meat fish fruit spaghetti ravioli or similarsauce condiment clean itemspersonal carecerieal pack up itemsbiscuitsdrie pasta rice spaghettitea coffeepet food or treatsdrop off weekday be to pm ,77,121,95,7,2,2,0,44,277,8,0,0,0,0,0,0
1953,2022-08-26 00:20:58+00:00,fuawna,day leave until debut it have it be marshmallow time sweet pea you can send I burn question or even love letter to celebrate the big day I can not wait to read and answer they on steam envtuber vtuberuprise ,950,2195,3963,10,2,1,1,46,282,13,3,0,1,0,1,0
1954,2022-08-15 19:29:04+00:00,LRonMexico,every dr oz ad fetterman want to improve your life and give you that thing you want what an idiot just look at this moron pic of fetterman look insanely cool also hold up can of pea and bag of marshmallow my wife can not even afford to make her favorite meal ,12919,13670,117546,8,2,0,0,51,273,22,0,0,0,0,0,0
1955,2022-05-15 12:14:59+00:00,_islandowl,I be at my happy when I be cook today tea will include leek spinach and soya bean quiche follow by rhubarb crumble vegan veganfood govegan veganfortheanimal ,5487,24225,73647,5,5,0,2,26,194,6,4,0,0,0,1,0
1956,2022-08-14 21:39:37+00:00,fuckedupfoods,raman and greek yogurt ,761132,2509,3975,381,127,285,1,5,46,1,0,0,0,0,1,0
1957,2022-07-01 04:00:10+00:00,BTSARMYKitchen,hey jimin we get some tip to reduce bloat after eat raman eat raman with a bit of milk or drink milk preferably soy after eat raman amp before sleeping help reduce bloat same as eat kefir or yogurt which contain natural probiotic that help too ,92651,31764,62078,21,3,3,2,49,303,16,0,1,0,0,1,1
1958,2022-06-22 04:12:40+00:00,BallySportsMW,zack thompson on the celebratory laundry cart shower that follow his first major league win I have my eye close I do not know what it be but it be cold I think there be some yogurt in there and some raman noodle it be interestingstlcard ,189063,60811,1041,14,1,2,1,47,278,20,1,0,0,3,1,0
1959,2022-04-15 15:52:47+00:00,jonkelly31,today I do beer batter fish taco with homemade guacamole amp mango salsafor the first time ever I have not eat meat on goodfriday bbqfam fishtacos tacos cook easter ,5588,34700,69726,5,7,0,4,31,212,8,6,0,0,2,1,0
1960,2022-12-14 13:15:00+00:00,Snack_Memories,hulkster cheeseburger -circa frozen pre - cook burger on a bun endorse by hulk hogan in the classic red and yellow the burger itself be dubiously beef and the cheese be list in the ingredient as melt food engineering brother ,17510,5970,30627,136,51,48,1,40,278,14,0,0,0,0,1,0
1961,2022-12-11 20:39:07+00:00,zubaidah_x,when in doubt eat a burger fully load xlburger bun beef patty sauce bacon cheese fry egg ,66362,137379,7987,16,2,10,2,23,141,2,0,0,2,1,1,2
1962,2022-12-07 17:41:52+00:00,PhilTKidd,be consistently vote good burger in the cleveland area now I know why this be their december special oz brisketshort ribchuck from foster in roast beefmroomsmuenster cheeseonionshorsey on ciabatta bun from nearby sauce pizza ,778,727,2315,4,8,0,1,38,298,9,0,1,0,1,1,0
1963,2022-05-09 19:43:44+00:00,iateoklahoma,it be not be not be not have not have not burn the black crust at be tender and tasty customer may focus on topping but a great crust like this be what make or break a pizza that shoulder bacon be super smoky too and I love it ,9916,38687,24618,7,7,1,1,43,273,14,0,1,0,1,2,0
1964,2022-01-16 02:06:38+00:00,ray_rambling,colourful hairy curtain crust stereum hirsutum do it have it be good smoky bacon impression appear in various shade of yellow orange amp brown name derive from ripple edge say to resemble partly draw curtain mushroomtwitter mushroommonday fungi ,2390,11464,71977,2,2,1,2,39,307,6,3,2,0,0,1,0
1965,2022-12-09 18:01:01+00:00,xX_PrettyDashia,I love captain ds just give I some tartar sauce honey mustard hot sauce and vinegar and it have it be a meal baby ,1257,27924,2115,4,1,0,0,25,115,7,0,0,0,1,0,1
1966,2022-11-20 21:09:48+00:00,tinygeniceyd,I be make a full ass soul food meal today mac and cheese candy yams mustard green cornbread and fry chicken ,310,7106,14600,3,1,0,0,21,122,4,0,0,0,0,0,0
1967,2022-10-28 15:30:54+00:00,ChamberofFit,calorie save fat loss habit eat slowly no fruit juice drink coffee black water with every meal get dress on the side substitute mustard for mayo eat protein on your plate first use cooking spray instead of oil choose sparkle water over soda ,33969,8427,33238,11,7,1,0,52,270,13,0,0,0,0,0,0
1968,2022-08-28 07:45:02+00:00,ClarenceCourt,our love for dippy egg be neverende as be the mouthwatering flavour combination that complement our fabulous egg so beautifullyfor an indulgent change melt - in - the - mouth smoke salmon or rich savoury cheese twist make for exquisite sunday morning dipping ,7096,9005,9880,12,2,1,1,39,292,12,0,0,0,0,1,0
1969,2022-09-03 17:00:20+00:00,andrewzimmern,tabbouleh be full of fresh in - season summer ingredient such as tomato cucumber and fragrant herb it have it be not only healthy and pack with that bright citrusy flavor you crave this time of year tabbouleh be a cinch to make recipe here ,1259557,75985,1296,6,2,0,1,42,290,17,1,0,0,0,2,0
1970,2022-08-14 17:00:44+00:00,andrewzimmern,tabbouleh be chock full of fresh in - season summer ingredient such as tomato cucumber and fragrant herb it have it be not only healthy and pack with that bright citrusy flavor you crave this time of year tabbouleh be a cinch to make recipe here ,1259557,75985,1296,10,3,0,1,43,296,17,1,0,0,0,2,0
1971,2022-08-06 13:41:02+00:00,andrewzimmern,tabbouleh be chock full of fresh in - season summer ingredient such as tomato cucumber and fragrant herb it have it be not only healthy and pack with that bright citrusy flavor you crave this time of year tabbouleh be a cinch to make recipe here ,1259557,75985,1296,9,2,0,1,43,296,17,1,0,0,0,2,0
1972,2022-11-06 22:28:26+00:00,BethMooreLPM,my friend be in houston and on her way out to our wood buttermilk pie in the oven spaghetti and meatball underway on the stove table all set the communion of very graced and happy saint I love friend old and new ,1007540,61643,64434,8,85,1,0,43,238,18,0,1,0,1,0,0
1973,2022-10-11 15:26:52+00:00,MaddySkye,pechakucha san antonio be take place oct amp I be so excited to join an amazing line up of presenter ticket be on sale now for about the price of an enchilada plate sweet tea josh huskin ,25523,93247,37974,13,4,1,2,42,257,14,0,0,1,0,2,1
1974,2022-02-23 17:34:40+00:00,SouthsideSATX,our friend at name a plate after we the special come w tea chip salsa plate with cheese with carne guisada gravy de mole enchilada verde side of bean rice amp lettuce amp tomato at s zarzamora livefromthesouthside ,2815,7989,6273,4,1,1,2,46,307,7,1,2,4,1,1,0
1975,2022-12-07 16:28:51+00:00,DocAtCDI,my doctor tell I that I have to stop drink french liqueurshe say they be cause my internal organ to fill up with melt cheeseapparently absinth make the heart grow fondue ,49654,135913,409554,14,23,3,0,32,186,9,0,0,0,1,0,0
1976,2022-10-19 08:37:41+00:00,RogelioGalvn2,the racletta if fondue have be famous for many year around the world this other dish base on melt cheese that be also native to switzerland take less time in the limelight ,10981,258748,361147,12,4,2,1,33,204,16,0,0,0,0,1,0
1977,2022-10-11 07:11:40+00:00,stackhodler,gm from switzerland where the franc be now at parity with the us dollarlast time dollar franc be at the june bottom but then the dollar melt like fondueif it break through this time the snb have hundred of billion of we bond and equity to sell as need ,34717,9003,24822,25,42,3,1,56,302,24,0,0,2,4,1,1
1978,2022-12-14 23:25:21+00:00,DoctorTro,orange juice cereal waffle pancake and oatmeal be breakfast scam ,74131,63223,9,67,53,5,0,10,72,2,0,0,0,0,0,0
1979,2022-12-14 22:18:06+00:00,voimaoy,monday internet go down tech come out tuesday to fix it I think how rich people pay big money for digital detox so good to have email and twitter back and to look online for use for oatmeallosslit joylit ,5853,64682,387173,4,3,0,0,40,221,10,2,0,0,1,0,0
1980,2022-12-14 22:00:01+00:00,101Fix,I think probably kindness be my favorite attribute in a human being I shall I will put it before any of the thing like courage or bravery or generosity or anything else roald dahl quote oatmeal oatmeal be kind to your health and well - being ,4372,31770,98201,14,1,0,1,42,262,18,2,0,0,1,1,0
1981,2022-08-30 17:07:37+00:00,OlisaOsega,do not eat shawarma do not eat noodle do not eat hotdog do not eat can food do not eat process food do not eat uncooked foodsdo not eat this or that omo how many thing can you give up what be the food option we even have over here you doctor should calm down abeg ,121795,841926,2395,34,13,3,0,50,279,15,0,0,0,0,0,1
1982,2022-03-19 00:13:27+00:00,kristincredibl1,so much fun prepare tonight dinner bake walleye walleye wing hush puppies potato jalapeo and roast red pepper garnish on the fish so flavorful ,32157,55573,111046,2,10,0,1,26,193,5,0,0,0,0,1,6
1983,2022-10-29 15:24:51+00:00,Addictive_DIVA,the only way to eat oatmeal be with butter milk brown sugar cinnamon amp a drop of vanilla for a lil razzle dazzle lol amp maybe some fruit ,15137,28344,81254,5,1,0,0,28,146,9,0,0,0,0,0,0
1984,2022-06-06 00:00:01+00:00,CrumblCookies,run to pick up this week flavor because all -pack box amp party box will receive double loyalty crumbs june - lemon blackberry new snickerdoodle cupcakeice oatmeal buttermilk pancake orange creamsicle milk chocolate chip ,758699,75471,77059,146,218,127,1,43,279,5,0,0,0,16,1,8
